EVENT_UNIQUE_ID,HOOD_158,NEIGHBOURHOOD_158,X,Y,PRIMARY_OFFENCE,REPORT_YEAR,REPORT_MONTH
GO-20169008164,78,Kensington-Chinatown,-79.4022861459999,43.6565824510001,THEFT UNDER - BICYCLE,2016,August
GO-20169008175,171,Junction-Wallace Emerson,-79.438848314,43.659649417,THEFT UNDER - BICYCLE,2016,August
GO-20161371072,67,Playter Estates-Danforth,-79.36157264,43.6812199410001,THEFT UNDER - BICYCLE,2016,August
GO-20169008197,172,Dovercourt Village,-79.436700349,43.6630210000001,THEFT UNDER - BICYCLE,2016,August
GO-20169008206,63,The Beaches,-79.296629926,43.6672790550001,THEFT UNDER - BICYCLE,2016,August
GO-20169008208,62,East End-Danforth,-79.294323853,43.6862337600001,THEFT UNDER - BICYCLE,2016,August
GO-20169008210,164,Wellington Place,-79.393158565,43.6463353180001,THEFT UNDER - BICYCLE,2016,August
GO-20169008246,103,Lawrence Park South,-79.408499121,43.719412897,THEFT UNDER - BICYCLE,2016,August
GO-20161374708,122,Birchcliffe-Cliffside,-79.271287362,43.6913040250001,THEFT UNDER - BICYCLE,2016,August
GO-20169008255,165,Harbourfront-CityPlace,-79.382788181,43.642629992,THEFT UNDER - BICYCLE,2016,August
GO-20161375655,87,High Park-Swansea,-79.466118584,43.6452233740001,THEFT UNDER - BICYCLE,2016,August
GO-20161375899,69,Blake-Jones,-79.334275912,43.6759275480001,THEFT UNDER - BICYCLE,2016,August
GO-20161356186,70,South Riverdale,-79.335331138,43.662110855,THEFT UNDER - BICYCLE,2016,August
GO-20161369358,73,Moss Park,-79.3657524659999,43.6553339970001,SUSPICIOUS INCIDENT,2016,August
GO-20169008265,70,South Riverdale,-79.336798909,43.662689008,THEFT UNDER - BICYCLE,2016,August
GO-20161379174,83,Dufferin Grove,-79.431668719,43.66065503,THEFT UNDER - BICYCLE,2016,August
GO-20169008271,85,South Parkdale,-79.426674802,43.6412217060001,B&E,2016,August
GO-20169008276,170,Yonge-Bay Corridor,-79.382637841,43.6529642850001,THEFT UNDER,2016,August
GO-20169008286,170,Yonge-Bay Corridor,-79.382443058,43.6577193140001,THEFT UNDER,2016,August
GO-20169008323,68,North Riverdale,-79.344205444,43.6698193670001,THEFT UNDER,2016,August
GO-20161382951,87,High Park-Swansea,-79.471865473,43.637855207,THEFT UNDER - BICYCLE,2016,August
GO-20169008322,169,Bay-Cloverhill,-79.392230089,43.666026485,THEFT UNDER - BICYCLE,2016,August
GO-20161385408,1,West Humber-Clairville,-79.5886858919999,43.7215136410001,THEFT OF EBIKE UNDER $5000,2016,August
GO-20161383981,2,Mount Olive-Silverstone-Jamestown,-79.585314481,43.743896955,THEFT UNDER - BICYCLE,2016,August
GO-20161382438,62,East End-Danforth,-79.305722354,43.6771623020001,THEFT UNDER - BICYCLE,2016,August
GO-20169008277,64,Woodbine Corridor,-79.31294631,43.673631524,THEFT UNDER,2016,August
GO-20169008283,78,Kensington-Chinatown,-79.395552924,43.6534658590001,THEFT UNDER,2016,August
GO-20169008287,95,Annex,-79.389503941,43.6696628830001,THEFT UNDER,2016,August
GO-20169008292,92,Corso Italia-Davenport,-79.443509939,43.676963164,THEFT UNDER - BICYCLE,2016,August
GO-20169008295,57,Broadview North,-79.356572896,43.6852035370001,THEFT UNDER - BICYCLE,2016,August
GO-20169008297,65,Greenwood-Coxwell,-79.320232258,43.6722637290001,THEFT UNDER - BICYCLE,2016,August
GO-20169008313,169,Bay-Cloverhill,-79.385917675,43.665859497,THEFT UNDER - BICYCLE,2016,August
GO-20169008317,152,East Willowdale,-79.4108056319999,43.7697225730001,THEFT UNDER - BICYCLE,2016,August
GO-20169008331,153,Avondale,-79.410745123,43.7607077280001,THEFT UNDER - BICYCLE,2016,August
GO-20169008342,52,Bayview Village,-79.387601617,43.76487215,THEFT UNDER,2016,August
GO-20161373808,81,Trinity-Bellwoods,-79.412195861,43.651048481,THEFT UNDER - BICYCLE,2016,August
GO-20169008353,95,Annex,-79.406406986,43.668418338,THEFT UNDER - BICYCLE,2016,August
GO-20169008325,84,Little Portugal,-79.431450072,43.6496448290001,THEFT UNDER - BICYCLE,2016,August
GO-20161388684,73,Moss Park,-79.374467823,43.6603700320001,B&E,2016,August
GO-20169008333,89,Runnymede-Bloor West Village,-79.486691331,43.6546935710001,THEFT UNDER,2016,August
GO-20169008341,73,Moss Park,-79.370150274,43.660220171,THEFT UNDER - BICYCLE,2016,August
GO-20161390409,36,Newtonbrook West,-79.4201053309999,43.7810576850001,PROPERTY - FOUND,2016,August
GO-20161390214,166,St Lawrence-East Bayfront-The Islands,-79.371461358,43.6494440000001,THEFT UNDER - BICYCLE,2016,August
GO-20161391142,170,Yonge-Bay Corridor,-79.380577495,43.646414592,THEFT UNDER - BICYCLE,2016,August
GO-20169008359,164,Wellington Place,-79.3928553979999,43.647314582,THEFT UNDER - BICYCLE,2016,August
GO-20161389174,88,High Park North,-79.46483805,43.6606514810001,PROPERTY - FOUND,2016,August
GO-20169008366,170,Yonge-Bay Corridor,-79.380577495,43.646414592,THEFT UNDER - BICYCLE,2016,August
GO-20161390663,138,Eglinton East,-79.245425994,43.7414663970001,THEFT UNDER - BICYCLE,2016,August
GO-20169008365,98,Rosedale-Moore Park,-79.381064894,43.6863039840001,THEFT UNDER - BICYCLE,2016,August
GO-20161397494,107,Oakwood Village,-79.438027789,43.6956015870001,THEFT UNDER - BICYCLE,2016,August
GO-20169008371,80,Palmerston-Little Italy,-79.412612915,43.6554563280001,THEFT UNDER - BICYCLE,2016,August
GO-20169008404,81,Trinity-Bellwoods,-79.420550839,43.647464326,THEFT UNDER - BICYCLE,2016,August
GO-20161394092,64,Woodbine Corridor,-79.310802467,43.6706826710001,THEFT UNDER - BICYCLE,2016,August
GO-20169008373,140,Guildwood,-79.1991499919999,43.7448631350001,THEFT UNDER - BICYCLE,2016,August
GO-20161398518,136,West Hill,-79.179567768,43.764799286,THEFT UNDER - BICYCLE,2016,August
GO-20169008403,71,Cabbagetown-South St.James Town,-79.3671014939999,43.6636264050001,THEFT UNDER,2016,August
GO-20169008377,72,Regent Park,-79.361008549,43.660486131,B&E,2016,August
GO-20169008384,31,Yorkdale-Glen Park,-79.452426123,43.7143212570001,THEFT UNDER - BICYCLE,2016,August
GO-20169008401,168,Downtown Yonge East,-79.372809842,43.6498503980001,THEFT UNDER,2016,August
GO-20169008399,70,South Riverdale,-79.3469175559999,43.6591076510001,THEFT UNDER,2016,August
GO-20169008397,50,Newtonbrook East,-79.417819837,43.7889716760001,THEFT UNDER - BICYCLE,2016,August
GO-20161394653,170,Yonge-Bay Corridor,-79.385522793,43.6561215850001,THEFT OF EBIKE UNDER $5000,2016,August
GO-20169008400,27,York University Heights,-79.4895449369999,43.7468073420001,THEFT UNDER - BICYCLE,2016,August
GO-20169008420,63,The Beaches,-79.2884173799999,43.6794637020001,THEFT UNDER - BICYCLE,2016,August
GO-20169008473,164,Wellington Place,-79.3912695659999,43.6467781690001,THEFT UNDER - BICYCLE,2016,August
GO-20161402955,27,York University Heights,-79.502361997,43.7681186670001,THEFT UNDER - BICYCLE,2016,August
GO-20161405302,73,Moss Park,-79.3685389,43.653505324,THEFT UNDER - BICYCLE,2016,August
GO-20169008436,162,West Queen West,-79.410493883,43.641690087,THEFT UNDER - BICYCLE,2016,August
GO-20161405071,108,Briar Hill-Belgravia,-79.446094359,43.701194564,THEFT UNDER - BICYCLE,2016,August
GO-20169008407,79,University,-79.398441046,43.6641032680001,THEFT UNDER,2016,August
GO-20169008410,73,Moss Park,-79.3685389,43.653505324,THEFT UNDER,2016,August
GO-20161403617,8,Humber Heights-Westmount,-79.5155761569999,43.6958724630001,THEFT UNDER - BICYCLE,2016,August
GO-20161403685,169,Bay-Cloverhill,-79.387063631,43.6685331420001,THEFT UNDER - BICYCLE,2016,August
GO-20169008428,170,Yonge-Bay Corridor,-79.380577495,43.646414592,THEFT UNDER,2016,August
GO-20169008435,166,St Lawrence-East Bayfront-The Islands,-79.365115994,43.648711448,THEFT UNDER,2016,August
GO-20169008438,84,Little Portugal,-79.42285012,43.641231916,THEFT UNDER - BICYCLE,2016,August
GO-20169008446,169,Bay-Cloverhill,-79.384402446,43.6628838130001,THEFT UNDER,2016,August
GO-20169008450,74,North St.James Town,-79.379902092,43.6699677940001,THEFT UNDER - BICYCLE,2016,August
GO-20169008452,167,Church-Wellesley,-79.379902092,43.6699677940001,THEFT UNDER,2016,August
GO-20169008451,78,Kensington-Chinatown,-79.404796384,43.6526722090001,THEFT UNDER - BICYCLE,2016,August
GO-20169008456,164,Wellington Place,-79.392084347,43.648845179,THEFT UNDER - BICYCLE,2016,August
GO-20169008459,95,Annex,-79.40858377,43.6706534300001,THEFT UNDER - BICYCLE,2016,August
GO-20169008466,84,Little Portugal,-79.421651732,43.641467989,THEFT UNDER - BICYCLE,2016,August
GO-20169008468,55,Thorncliffe Park,-79.3457948189999,43.703684304,THEFT UNDER - BICYCLE,2016,August
GO-20169008539,164,Wellington Place,-79.403176303,43.6465761100001,THEFT UNDER - BICYCLE,2016,August
GO-20169008494,32,Englemount-Lawrence,-79.4469057919999,43.723657271,THEFT UNDER,2016,August
GO-20169008497,162,West Queen West,-79.414300442,43.6429678970001,THEFT UNDER - BICYCLE,2016,August
GO-20169008501,72,Regent Park,-79.3578326909999,43.6619747400001,THEFT UNDER,2016,August
GO-20169008511,102,Forest Hill North,-79.4261463409999,43.704267423,THEFT UNDER - BICYCLE,2016,August
GO-20169008548,105,Lawrence Park North,-79.402835308,43.7274270080001,THEFT UNDER - BICYCLE,2016,August
GO-20161412327,170,Yonge-Bay Corridor,-79.385693294,43.658320517,THEFT UNDER - BICYCLE,2016,August
GO-20161411760,78,Kensington-Chinatown,-79.398046343,43.6529381290001,THEFT UNDER - BICYCLE,2016,August
GO-20161408013,71,Cabbagetown-South St.James Town,-79.3642975879999,43.666230134,THEFT OF EBIKE UNDER $5000,2016,August
GO-20161406256,168,Downtown Yonge East,-79.377699885,43.6617465030001,THEFT OF EBIKE OVER $5000,2016,August
GO-20169008513,71,Cabbagetown-South St.James Town,-79.364789238,43.6659435560001,THEFT UNDER,2016,August
GO-20161408255,85,South Parkdale,-79.439965104,43.636413062,THEFT UNDER - BICYCLE,2016,August
GO-20161410872,18,New Toronto,-79.5052709289999,43.600755625,THEFT UNDER - BICYCLE,2016,August
GO-20161409555,95,Annex,-79.4041828539999,43.6674579950001,THEFT OF EBIKE UNDER $5000,2016,August
GO-20161407978,70,South Riverdale,-79.3426133309999,43.6638446680001,THEFT UNDER,2016,August
GO-20161411604,81,Trinity-Bellwoods,-79.4116469849999,43.6480207450001,THEFT UNDER - BICYCLE,2016,August
GO-20169008537,172,Dovercourt Village,-79.4218804179999,43.6685812740001,THEFT UNDER - BICYCLE,2016,August
GO-20169008536,94,Wychwood,-79.4310521469999,43.6767548460001,THEFT UNDER,2016,August
GO-20169008534,37,Willowdale West,-79.414846273,43.776940401,THEFT UNDER,2016,August
GO-20169008518,143,West Rouge,-79.1301125529999,43.781028866,THEFT UNDER,2016,August
GO-20169008528,170,Yonge-Bay Corridor,-79.38212731,43.6496085360001,THEFT UNDER,2016,August
GO-20169008476,65,Greenwood-Coxwell,-79.3268164899999,43.6788589230001,THEFT UNDER - BICYCLE,2016,August
GO-20169008519,73,Moss Park,-79.3710751409999,43.6515984920001,THEFT UNDER,2016,August
GO-20161406315,73,Moss Park,-79.368634367,43.652142258,ROBBERY - OTHER,2016,August
GO-20161410168,71,Cabbagetown-South St.James Town,-79.368053475,43.664457252,THEFT UNDER - BICYCLE,2016,August
GO-20169008479,95,Annex,-79.410066577,43.6692300830001,THEFT UNDER - BICYCLE,2016,August
GO-20169008521,57,Broadview North,-79.356572896,43.6852035370001,THEFT UNDER,2016,August
GO-20169008488,165,Harbourfront-CityPlace,-79.394427374,43.6401995730001,THEFT UNDER - BICYCLE,2016,August
GO-20169008540,94,Wychwood,-79.430109466,43.6807854840001,THEFT UNDER,2016,August
GO-20169008546,66,Danforth,-79.329932376,43.6824189880001,THEFT UNDER,2016,August
GO-20169008543,162,West Queen West,-79.415275448,43.6421119080001,THEFT UNDER - BICYCLE,2016,August
GO-20161417336,36,Newtonbrook West,-79.420633825,43.77864176,THEFT UNDER - BICYCLE,2016,August
GO-20169008607,170,Yonge-Bay Corridor,-79.382421108,43.651754774,THEFT UNDER,2016,August
GO-20169008558,164,Wellington Place,-79.400096156,43.645834689,THEFT UNDER - BICYCLE,2016,August
GO-20169008563,70,South Riverdale,-79.341080668,43.6603361040001,THEFT UNDER - BICYCLE,2016,August
GO-20169008564,95,Annex,-79.41501685,43.6670219700001,THEFT UNDER - BICYCLE,2016,August
GO-20169008565,94,Wychwood,-79.43324806,43.6740080770001,THEFT UNDER - BICYCLE,2016,August
GO-20169008599,73,Moss Park,-79.3694704169999,43.6509954160001,THEFT UNDER,2016,August
GO-20169008582,95,Annex,-79.400316387,43.6687354160001,THEFT UNDER - BICYCLE,2016,August
GO-20169008586,1,West Humber-Clairville,-79.605726566,43.728921191,THEFT UNDER,2016,August
GO-20161416329,79,University,-79.40790063,43.6653467990001,TRAFFICKING PROPERTY OBC UNDER,2016,August
GO-20169008552,166,St Lawrence-East Bayfront-The Islands,-79.3740493339999,43.647567214,THEFT UNDER - BICYCLE,2016,August
GO-20161415185,122,Birchcliffe-Cliffside,-79.283316644,43.6858845950001,THEFT OVER - BICYCLE,2016,August
GO-20169008550,16,Stonegate-Queensway,-79.5168209289999,43.628533557,THEFT UNDER,2016,August
GO-20169008579,128,Agincourt South-Malvern West,-79.2378199629999,43.791505656,THEFT UNDER,2016,August
GO-20169008657,165,Harbourfront-CityPlace,-79.3887141229999,43.6439633740001,THEFT UNDER,2016,August
GO-20169008615,164,Wellington Place,-79.397471837,43.6458837440001,THEFT UNDER,2016,August
GO-20169008668,164,Wellington Place,-79.397471837,43.6458837440001,THEFT UNDER,2016,August
GO-20169008614,27,York University Heights,-79.5006437659999,43.7763233210001,THEFT UNDER,2016,August
GO-20161421769,158,Islington,-79.564013695,43.6544473100001,THEFT UNDER - BICYCLE,2016,August
GO-20161420663,167,Church-Wellesley,-79.3842059249999,43.6707982510001,THEFT UNDER - BICYCLE,2016,August
GO-20169008613,63,The Beaches,-79.29545229,43.668044545,THEFT UNDER,2016,August
GO-20161423574,168,Downtown Yonge East,-79.381880076,43.660640771,THEFT UNDER,2016,August
GO-20161423746,79,University,-79.393522557,43.6672588920001,THEFT UNDER,2016,August
GO-20161424315,79,University,-79.393412788,43.6604623320001,THEFT UNDER - BICYCLE,2016,August
GO-20161421502,164,Wellington Place,-79.3943542549999,43.648817793,THEFT UNDER - BICYCLE,2016,August
GO-20169008651,39,Bedford Park-Nortown,-79.4268904159999,43.719012353,THEFT UNDER - BICYCLE,2016,August
GO-20161427721,97,Yonge-St.Clair,-79.400865647,43.6911913920001,THEFT OVER,2016,August
GO-20169008702,164,Wellington Place,-79.400096156,43.645834689,B&E,2016,August
GO-20169008678,95,Annex,-79.391798045,43.6718667420001,THEFT UNDER - BICYCLE,2016,August
GO-20169008680,167,Church-Wellesley,-79.379902092,43.6699677940001,THEFT UNDER - BICYCLE,2016,August
GO-20161429271,84,Little Portugal,-79.438882082,43.6478818430001,THEFT UNDER - BICYCLE,2016,August
GO-20169008621,164,Wellington Place,-79.397471837,43.6458837440001,THEFT UNDER,2016,August
GO-20169008664,56,Leaside-Bennington,-79.3719100179999,43.7149347540001,THEFT UNDER - BICYCLE,2016,August
GO-20169008674,71,Cabbagetown-South St.James Town,-79.363522514,43.666230157,THEFT UNDER,2016,August
GO-20169008673,64,Woodbine Corridor,-79.3145796759999,43.667687346,THEFT UNDER,2016,August
GO-20169008667,71,Cabbagetown-South St.James Town,-79.367831195,43.667553017,THEFT UNDER,2016,August
GO-20169008661,83,Dufferin Grove,-79.439727542,43.6501622310001,THEFT UNDER,2016,August
GO-20169008718,163,Fort York-Liberty Village,-79.401325518,43.6351704580001,THEFT UNDER - BICYCLE,2016,August
GO-20169008720,163,Fort York-Liberty Village,-79.399524577,43.633394885,THEFT UNDER,2016,August
GO-20169008721,166,St Lawrence-East Bayfront-The Islands,-79.3712164419999,43.6469727400001,THEFT UNDER,2016,August
GO-20169008759,70,South Riverdale,-79.329828687,43.6603847900001,THEFT UNDER - BICYCLE,2016,August
GO-20161437126,165,Harbourfront-CityPlace,-79.3980010459999,43.6393978950001,THEFT UNDER - BICYCLE,2016,August
GO-20169008747,170,Yonge-Bay Corridor,-79.380922767,43.6563225840001,THEFT UNDER - BICYCLE,2016,August
GO-20169008744,170,Yonge-Bay Corridor,-79.380577495,43.646414592,THEFT UNDER - BICYCLE,2016,August
GO-20169008742,68,North Riverdale,-79.343045675,43.6698896950001,THEFT UNDER - BICYCLE,2016,August
GO-20169008715,166,St Lawrence-East Bayfront-The Islands,-79.376277767,43.643793246,THEFT UNDER,2016,August
GO-20169008725,37,Willowdale West,-79.412667122,43.768387902,THEFT UNDER - BICYCLE,2016,August
GO-20169008724,168,Downtown Yonge East,-79.3815835899999,43.657901623,THEFT UNDER - BICYCLE,2016,August
GO-20169008707,162,West Queen West,-79.4029761899999,43.6412672060001,THEFT UNDER,2016,August
GO-20169008714,170,Yonge-Bay Corridor,-79.381522495,43.65046377,THEFT UNDER,2016,August
GO-20169008723,98,Rosedale-Moore Park,-79.3858195829999,43.6715704970001,THEFT UNDER - BICYCLE,2016,August
GO-20169008771,64,Woodbine Corridor,-79.313815044,43.6753097100001,THEFT UNDER - BICYCLE,2016,August
GO-20169008818,37,Willowdale West,-79.417292066,43.778393383,THEFT UNDER - BICYCLE,2016,August
GO-20169008821,27,York University Heights,-79.496692878,43.7672434360001,THEFT UNDER - BICYCLE,2016,August
GO-20169008806,81,Trinity-Bellwoods,-79.41366927,43.654699108,THEFT UNDER - BICYCLE,2016,August
GO-20169008826,36,Newtonbrook West,-79.417346776,43.787062577,THEFT UNDER - BICYCLE,2016,August
GO-20169008765,164,Wellington Place,-79.4011726809999,43.643806462,THEFT UNDER - BICYCLE,2016,August
GO-20169008769,95,Annex,-79.410066577,43.6692300830001,THEFT UNDER - BICYCLE,2016,August
GO-20161443824,2,Mount Olive-Silverstone-Jamestown,-79.590367407,43.734005193,THEFT UNDER - BICYCLE,2016,August
GO-20169008779,9,Edenbridge-Humber Valley,-79.5115150029999,43.6825717070001,THEFT UNDER - BICYCLE,2016,August
GO-20169008784,164,Wellington Place,-79.3952480729999,43.645942695,THEFT UNDER - BICYCLE,2016,August
GO-20161443369,79,University,-79.400452344,43.6668289070001,THEFT UNDER - BICYCLE,2016,August
GO-20169008782,62,East End-Danforth,-79.297537383,43.6906748420001,THEFT UNDER - BICYCLE,2016,August
GO-20161443549,70,South Riverdale,-79.34240462,43.662415262,B&E W'INTENT,2016,August
GO-20169008787,80,Palmerston-Little Italy,-79.4204287279999,43.655304793,THEFT UNDER - BICYCLE,2016,August
GO-20169008828,165,Harbourfront-CityPlace,-79.3980010459999,43.6393978950001,THEFT UNDER,2016,August
GO-20169008794,74,North St.James Town,-79.375102849,43.670494153,THEFT UNDER - BICYCLE,2016,August
GO-20169008808,95,Annex,-79.406406986,43.668418338,THEFT UNDER - BICYCLE,2016,August
GO-20161427759,16,Stonegate-Queensway,-79.52167761,43.6405329630001,THEFT UNDER - BICYCLE,2016,August
GO-20169008824,163,Fort York-Liberty Village,-79.3987529729999,43.6354914030001,THEFT UNDER,2016,August
GO-20169008791,169,Bay-Cloverhill,-79.384402446,43.6628838130001,THEFT UNDER - BICYCLE,2016,August
GO-20169008827,95,Annex,-79.4114109939999,43.6656369140001,THEFT UNDER - BICYCLE,2016,August
GO-20169008775,80,Palmerston-Little Italy,-79.41037306,43.6610056850001,THEFT UNDER - BICYCLE,2016,August
GO-20161438418,21,Humber Summit,-79.5605595339999,43.767420219,B&E,2016,August
GO-20161442320,165,Harbourfront-CityPlace,-79.398371224,43.6402967970001,THEFT UNDER - BICYCLE,2016,August
GO-20161439546,133,Centennial Scarborough,-79.151936994,43.783833214,B&E W'INTENT,2016,August
GO-20161441140,167,Church-Wellesley,-79.381839008,43.6649233730001,B&E,2016,August
GO-20169008785,66,Danforth,-79.3412372079999,43.6832182040001,THEFT UNDER - BICYCLE,2016,August
GO-20169008846,73,Moss Park,-79.3660835909999,43.651758252,THEFT UNDER - BICYCLE,2016,August
GO-20169008848,95,Annex,-79.4117848019999,43.666614372,THEFT UNDER - BICYCLE,2016,August
GO-20169008856,62,East End-Danforth,-79.303911689,43.6900438550001,THEFT UNDER,2016,August
GO-20169008860,88,High Park North,-79.47474242,43.6555219270001,THEFT UNDER,2016,August
GO-20169008893,73,Moss Park,-79.3696323739999,43.6532681840001,THEFT UNDER,2016,August
GO-20169008878,32,Englemount-Lawrence,-79.434167196,43.729207258,THEFT UNDER - BICYCLE,2016,August
GO-20169008901,162,West Queen West,-79.404899816,43.642470895,THEFT UNDER,2016,August
GO-20169008897,36,Newtonbrook West,-79.426378453,43.796627277,THEFT UNDER - BICYCLE,2016,August
GO-20169008899,136,West Hill,-79.1993164149999,43.7540898930001,THEFT UNDER,2016,August
GO-20161450900,63,The Beaches,-79.280308648,43.671790543,B&E W'INTENT,2016,August
GO-20161447725,81,Trinity-Bellwoods,-79.419066371,43.65010841,THEFT UNDER - BICYCLE,2016,August
GO-20161446115,64,Woodbine Corridor,-79.309511954,43.6762192690001,THEFT UNDER - BICYCLE,2016,August
GO-20169008877,166,St Lawrence-East Bayfront-The Islands,-79.3571666719999,43.650826097,THEFT UNDER,2016,August
GO-20161445906,56,Leaside-Bennington,-79.3636474469999,43.707469094,THEFT UNDER - BICYCLE,2016,August
GO-20169008831,27,York University Heights,-79.5008445729999,43.770334361,THEFT UNDER - BICYCLE,2016,August
GO-20169008839,168,Downtown Yonge East,-79.37925531,43.652433751,THEFT UNDER - BICYCLE,2016,August
GO-20169008956,170,Yonge-Bay Corridor,-79.380755468,43.6521200970001,THEFT UNDER,2016,August
GO-20161452156,55,Thorncliffe Park,-79.3570467759999,43.7054887730001,THEFT UNDER - BICYCLE,2016,August
GO-20161457508,143,West Rouge,-79.1301125529999,43.781028866,THEFT UNDER - BICYCLE,2016,August
GO-20169008943,164,Wellington Place,-79.393158565,43.6463353180001,THEFT UNDER - BICYCLE,2016,August
GO-20169008966,166,St Lawrence-East Bayfront-The Islands,-79.379133274,43.6403537050001,THEFT UNDER - BICYCLE,2016,August
GO-20169008969,167,Church-Wellesley,-79.3845922469999,43.6649311,THEFT UNDER - BICYCLE,2016,August
GO-20169008950,68,North Riverdale,-79.347722986,43.673207818,THEFT FROM MOTOR VEHICLE UNDER,2016,August
GO-20169008970,169,Bay-Cloverhill,-79.3880147679999,43.6699682350001,THEFT UNDER - BICYCLE,2016,August
GO-20169008948,63,The Beaches,-79.306755325,43.6651300600001,THEFT UNDER - BICYCLE,2016,August
GO-20169008929,161,Humber Bay Shores,-79.4819683599999,43.6219770370001,THEFT UNDER,2016,August
GO-20161452964,161,Humber Bay Shores,-79.4819683599999,43.6219770370001,THEFT UNDER - BICYCLE,2016,August
GO-20169008965,64,Woodbine Corridor,-79.3132479939999,43.67638873,THEFT UNDER - BICYCLE,2016,August
GO-20169008955,158,Islington,-79.541795969,43.64103721,THEFT UNDER - BICYCLE,2016,August
GO-20161455935,151,Yonge-Doris,-79.412667122,43.768387902,THEFT UNDER - BICYCLE,2016,August
GO-20161453733,79,University,-79.393412788,43.6604623320001,THEFT UNDER - BICYCLE,2016,August
GO-20161457198,107,Oakwood Village,-79.442158207,43.6957777800001,THEFT UNDER - BICYCLE,2016,August
GO-20169008908,79,University,-79.4071713499999,43.6583983350001,THEFT UNDER,2016,August
GO-20169008907,64,Woodbine Corridor,-79.312899375,43.6755032660001,THEFT UNDER,2016,August
GO-20169008912,80,Palmerston-Little Italy,-79.4152467709999,43.6604010190001,THEFT UNDER,2016,August
GO-20169008924,95,Annex,-79.398149899,43.669823793,THEFT UNDER - BICYCLE,2016,August
GO-20169008923,37,Willowdale West,-79.436152597,43.7741511020001,THEFT UNDER - BICYCLE,2016,August
GO-20169008936,152,East Willowdale,-79.401701455,43.775577981,THEFT UNDER - BICYCLE,2016,August
GO-20161454117,79,University,-79.397377143,43.6680270460001,THEFT UNDER - BICYCLE,2016,August
GO-20161459288,169,Bay-Cloverhill,-79.392230089,43.666026485,THEFT UNDER - BICYCLE,2016,August
GO-20169008971,64,Woodbine Corridor,-79.311369605,43.6768083060001,THEFT UNDER,2016,August
GO-20169009029,168,Downtown Yonge East,-79.376756588,43.657098127,THEFT UNDER - BICYCLE,2016,August
GO-20161464324,90,Junction Area,-79.480604791,43.6663929650001,THEFT UNDER - BICYCLE,2016,August
GO-20169009027,170,Yonge-Bay Corridor,-79.380922767,43.6563225840001,THEFT UNDER,2016,August
GO-20169009017,168,Downtown Yonge East,-79.376192042,43.6501360080001,THEFT UNDER,2016,August
GO-20169009002,62,East End-Danforth,-79.3109339119999,43.6861073600001,THEFT UNDER - BICYCLE,2016,August
GO-20169008996,102,Forest Hill North,-79.433809743,43.7019512790001,THEFT UNDER - BICYCLE,2016,August
GO-20169009005,62,East End-Danforth,-79.3109339119999,43.6861073600001,THEFT UNDER - BICYCLE,2016,August
GO-20161463457,79,University,-79.405601981,43.6657786160001,B&E W'INTENT,2016,August
GO-20169008990,170,Yonge-Bay Corridor,-79.380922767,43.6563225840001,THEFT UNDER - BICYCLE,2016,August
GO-20169008993,168,Downtown Yonge East,-79.3795725639999,43.656285138,THEFT UNDER - BICYCLE,2016,August
GO-20169008988,88,High Park North,-79.465244883,43.6575381230001,THEFT UNDER - BICYCLE,2016,August
GO-20161463208,111,Rockcliffe-Smythe,-79.491883249,43.680127869,THEFT OVER,2016,August
GO-20161464449,164,Wellington Place,-79.3960093759999,43.6462371220001,THEFT UNDER - BICYCLE,2016,August
GO-20169009039,79,University,-79.405443417,43.6641087720001,THEFT UNDER,2016,August
GO-20161459906,30,Brookhaven-Amesbury,-79.4780584059999,43.708653075,THEFT UNDER - BICYCLE,2016,August
GO-20169008986,36,Newtonbrook West,-79.441507846,43.774919013,THEFT UNDER - BICYCLE,2016,August
GO-20169008944,170,Yonge-Bay Corridor,-79.379372115,43.650915802,THEFT UNDER - BICYCLE,2016,August
GO-20161468227,143,West Rouge,-79.132918804,43.780412342,THEFT UNDER - BICYCLE,2016,August
GO-20169009078,164,Wellington Place,-79.398391803,43.6468466420001,THEFT UNDER,2016,August
GO-20169009043,170,Yonge-Bay Corridor,-79.3864422199999,43.6533709560001,THEFT UNDER,2016,August
GO-20169009059,68,North Riverdale,-79.351506419,43.674257622,THEFT UNDER - BICYCLE,2016,August
GO-20169009077,95,Annex,-79.401888814,43.6759756330001,THEFT UNDER - BICYCLE,2016,August
GO-20169009085,95,Annex,-79.3937143269999,43.675184685,THEFT UNDER - BICYCLE,2016,August
GO-20169009093,164,Wellington Place,-79.395567141,43.646734387,THEFT UNDER,2016,August
GO-20169009073,157,Bendale South,-79.244418426,43.7512331900001,THEFT UNDER,2016,August
GO-20169009044,164,Wellington Place,-79.394884824,43.6450719380001,THEFT UNDER - BICYCLE,2016,August
GO-20169009045,96,Casa Loma,-79.398935835,43.6804542690001,THEFT UNDER - BICYCLE,2016,August
GO-20169009094,170,Yonge-Bay Corridor,-79.3864422199999,43.6533709560001,THEFT UNDER,2016,August
GO-20169009080,27,York University Heights,-79.502439516,43.774466492,THEFT UNDER,2016,August
GO-20169009090,170,Yonge-Bay Corridor,-79.3817728929999,43.6510649420001,THEFT UNDER,2016,August
GO-20161469315,143,West Rouge,-79.133282381,43.780850532,THEFT UNDER - BICYCLE,2016,August
GO-20161472956,163,Fort York-Liberty Village,-79.401325518,43.6351704580001,B&E,2016,August
