EVENT_UNIQUE_ID,HOOD_158,NEIGHBOURHOOD_158,X,Y,REPORT_YEAR,REPORT_MONTH,OFFENCE,MCI_CATEGORY
GO-20141595015,100,Yonge-Eglinton,-79.405440877,43.7032589300001,2014,February,Theft Over,Theft Over
GO-20141595545,1,West Humber-Clairville,-79.578264071,43.701317798,2014,February,Theft Over,Theft Over
GO-20141597650,119,Wexford/Maryvale,-79.2995264479999,43.725172673,2014,February,Theft Over,Theft Over
GO-20141604934,139,Scarborough Village,-79.215998446,43.7326103620001,2014,February,Theft Over,Theft Over
GO-20141600696,153,Avondale,-79.4085446459999,43.757600317,2014,February,Theft Over,Theft Over
GO-20141606286,105,Lawrence Park North,-79.3942619709999,43.729233207,2014,February,Theft From Motor Vehicle Over,Theft Over
GO-20141607157,50,Newtonbrook East,-79.412846572,43.7919945090001,2014,February,Theft Over,Theft Over
GO-20141613823,170,Yonge-Bay Corridor,-79.380806559,43.6498865240001,2014,February,Theft From Mail / Bag / Key,Theft Over
GO-20141614923,116,Steeles,-79.3392064019999,43.810654705,2014,February,Theft Over,Theft Over
GO-20141618191,165,Harbourfront-CityPlace,-79.398371224,43.6402967970001,2014,March,Theft Over,Theft Over
GO-20141625740,167,Church-Wellesley,-79.382743988,43.662183799,2014,March,Theft From Motor Vehicle Over,Theft Over
GO-20141631391,164,Wellington Place,-79.390522322,43.6450028530001,2014,March,Theft Over,Theft Over
GO-20141632215,165,Harbourfront-CityPlace,-79.3918856339999,43.6376475100001,2014,March,Theft Over,Theft Over
GO-20141820384,108,Briar Hill-Belgravia,-79.454747171,43.6967765140001,2014,March,Theft Over,Theft Over
GO-20141819970,170,Yonge-Bay Corridor,-79.381481186,43.654066281,2014,March,Theft From Mail / Bag / Key,Theft Over
GO-20141642959,1,West Humber-Clairville,-79.5964872549999,43.746572385,2014,March,Theft Over,Theft Over
GO-20141646653,111,Rockcliffe-Smythe,-79.500460553,43.6730598930001,2014,March,Theft Over,Theft Over
GO-20141651269,124,Kennedy Park,-79.269911389,43.7227122290001,2014,March,Theft From Mail / Bag / Key,Theft Over
GO-20141652029,1,West Humber-Clairville,-79.566497693,43.6953760310001,2014,March,Theft From Motor Vehicle Over,Theft Over
GO-20141650275,119,Wexford/Maryvale,-79.304642083,43.743236348,2014,March,Theft Over,Theft Over
GO-20141658331,1,West Humber-Clairville,-79.5784139899999,43.6898893060001,2014,March,Theft From Motor Vehicle Over,Theft Over
GO-20141670830,101,Forest Hill South,-79.417679649,43.7005513010001,2014,March,Theft From Motor Vehicle Over,Theft Over
GO-20141673979,159,Etobicoke City Centre,-79.5463392089999,43.6234586630001,2014,March,Theft From Motor Vehicle Over,Theft Over
GO-20141673253,159,Etobicoke City Centre,-79.5497810049999,43.6228507380001,2014,March,Theft From Motor Vehicle Over,Theft Over
GO-20141674658,164,Wellington Place,-79.395278388,43.648442683,2014,March,Theft Over,Theft Over
GO-20141675870,170,Yonge-Bay Corridor,-79.383574939,43.647918186,2014,March,Theft Over,Theft Over
GO-20141681044,107,Oakwood Village,-79.438888424,43.6976954040001,2014,March,Theft Over,Theft Over
GO-20141687414,100,Yonge-Eglinton,-79.397155582,43.7008472750001,2014,March,Theft Over,Theft Over
GO-20141680349,1,West Humber-Clairville,-79.619890867,43.741585855,2014,March,Theft Over,Theft Over
GO-20141695739,170,Yonge-Bay Corridor,-79.3799703459999,43.654056612,2014,March,Theft Over - Shoplifting,Theft Over
GO-20141692694,95,Annex,-79.3919657119999,43.6697961780001,2014,March,Theft Over - Shoplifting,Theft Over
GO-20141692709,43,Victoria Village,-79.304504332,43.729184757,2014,March,Theft From Mail / Bag / Key,Theft Over
GO-20141700781,83,Dufferin Grove,-79.431128424,43.6607847490001,2014,March,Theft From Mail / Bag / Key,Theft Over
GO-20141700822,61,Taylor-Massey,-79.303358117,43.6951507690001,2014,March,Theft From Mail / Bag / Key,Theft Over
GO-20141698294,27,York University Heights,-79.4698160629999,43.7808376290001,2014,March,Theft Over,Theft Over
GO-20141706516,15,Kingsway South,-79.512447983,43.647116596,2014,March,Theft Over - Shoplifting,Theft Over
GO-20141699906,168,Downtown Yonge East,-79.3753233309999,43.6486868870001,2014,March,Theft Over,Theft Over
GO-20141712982,119,Wexford/Maryvale,-79.291460587,43.7269901430001,2014,March,Theft Over,Theft Over
GO-20141710641,135,Morningside,-79.194352798,43.789271248,2014,March,Theft From Mail / Bag / Key,Theft Over
GO-20141715748,95,Annex,-79.394500724,43.6696000580001,2014,March,Theft Over,Theft Over
GO-20141717445,168,Downtown Yonge East,-79.3799703459999,43.654056612,2014,March,Theft Over,Theft Over
GO-20141715639,1,West Humber-Clairville,-79.5972342279999,43.7313971070001,2014,March,Theft From Mail / Bag / Key,Theft Over
GO-20141721962,136,West Hill,-79.197605837,43.7682882170001,2014,March,Theft Over,Theft Over
GO-20141722881,55,Thorncliffe Park,-79.3436219449999,43.7074670970001,2014,March,Theft Over,Theft Over
GO-20141724696,105,Lawrence Park North,-79.403551491,43.7302616630001,2014,March,Theft Over,Theft Over
GO-20141728731,78,Kensington-Chinatown,-79.397788813,43.652253956,2014,March,Theft Over,Theft Over
GO-20141738380,113,Weston,-79.508525224,43.7085831630001,2014,March,Theft Over,Theft Over
GO-20141733527,157,Bendale South,-79.255363814,43.753520812,2014,March,Theft Over,Theft Over
GO-20141742004,41,Bridle Path-Sunnybrook-York Mills,-79.372601742,43.7381422730001,2014,March,Theft Over,Theft Over
GO-20141741010,21,Humber Summit,-79.542705655,43.753330034,2014,March,Theft From Mail / Bag / Key,Theft Over
GO-20141748851,61,Taylor-Massey,-79.292175555,43.696071514,2014,March,Theft Over,Theft Over
GO-20141747618,52,Bayview Village,-79.379566932,43.7816349660001,2014,March,Theft Over,Theft Over
GO-20141754402,163,Fort York-Liberty Village,-79.421286391,43.6401728980001,2014,March,Theft From Motor Vehicle Over,Theft Over
GO-20141756048,10,Princess-Rosethorn,-79.554568143,43.6608680900001,2014,March,Theft Over,Theft Over
GO-20141757153,95,Annex,-79.3941377689999,43.668714089,2014,March,Theft Over,Theft Over
GO-20141765477,170,Yonge-Bay Corridor,-79.382398439,43.650271452,2014,March,Theft Over,Theft Over
GO-20141760013,20,Alderwood,-79.538535929,43.603202019,2014,March,Theft From Motor Vehicle Over,Theft Over
GO-20141767085,52,Bayview Village,-79.378810732,43.7808242610001,2014,March,Theft Over,Theft Over
GO-20141764281,52,Bayview Village,-79.3855650469999,43.7748062100001,2014,March,Theft Over,Theft Over
GO-20141763105,23,Pelmo Park-Humberlea,-79.5372871019999,43.7170173900001,2014,March,Theft From Motor Vehicle Over,Theft Over
GO-20141772861,31,Yorkdale-Glen Park,-79.4515162169999,43.7240306040001,2014,March,Theft Over - Shoplifting,Theft Over
GO-20141779607,71,Cabbagetown-South St.James Town,-79.37492924,43.664323273,2014,March,Theft Over,Theft Over
GO-20141772373,27,York University Heights,-79.466924154,43.7688459760001,2014,March,Theft Over,Theft Over
GO-20141777000,54,O'Connor-Parkview,-79.30022987,43.697886322,2014,March,Theft Over,Theft Over
