X,Y,OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
-79.446205295,43.6586485500001,1185,GO-2015486519,2015/03/23 04:00:00+00,2015/03/22 04:00:00+00,2015,March,23,82,Monday    ,11,2015,March,22,81,Sunday    ,23,D11,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.446205294553,43.6586485497571
-79.205842451,43.7492910380001,1186,GO-2015488818,2015/03/23 04:00:00+00,2015/03/21 04:00:00+00,2015,March,23,82,Monday    ,18,2015,March,21,80,Saturday  ,14,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,140,Guildwood,140,Guildwood (140),-79.2058424511753,43.7492910383584
-79.355927714,43.648985644,1187,GO-2015488031,2015/03/23 04:00:00+00,2015/03/22 04:00:00+00,2015,March,23,82,Monday    ,16,2015,March,22,81,Sunday    ,17,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.3559277136366,43.6489856439471
-79.362506952,43.7608660000001,1188,GO-2015489752,2015/03/23 04:00:00+00,2015/03/23 04:00:00+00,2015,March,23,82,Monday    ,22,2015,March,23,82,Monday    ,19,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,40,St.Andrew-Windfields,40,St.Andrew-Windfields (40),-79.3625069516533,43.7608659995791
-79.3300467879999,43.680131019,1189,GO-2015487018,2015/03/23 04:00:00+00,2015/02/26 05:00:00+00,2015,March,23,82,Monday    ,13,2015,February,26,57,Thursday  ,9,D55,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65),-79.3300467883364,43.680131019345
-79.340180728,43.6581343130001,1190,GO-2015489315,2015/03/23 04:00:00+00,2015/03/12 04:00:00+00,2015,March,23,82,Monday    ,20,2015,March,12,71,Thursday  ,17,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,70,South Riverdale,70,South Riverdale (70),-79.3401807284586,43.6581343133562
-79.466513199,43.694984,1191,GO-2015485387,2015/03/23 04:00:00+00,2015/03/22 04:00:00+00,2015,March,23,82,Monday    ,10,2015,March,22,81,Sunday    ,15,D12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.4665131990153,43.694983999934
-79.464511272,43.7032211740001,1192,GO-2015487979,2015/03/23 04:00:00+00,2015/03/23 04:00:00+00,2015,March,23,82,Monday    ,16,2015,March,23,82,Monday    ,14,D13,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4645112722379,43.703221174082
-79.5147801529999,43.623585946,1193,GO-2015492711,2015/03/24 04:00:00+00,2015/03/23 04:00:00+00,2015,March,24,83,Tuesday   ,16,2015,March,23,82,Monday    ,23,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.5147801529679,43.62358594648
-79.38272134,43.639499205,1194,GO-2015499717,2015/03/25 04:00:00+00,2014/07/03 04:00:00+00,2015,March,25,84,Wednesday ,14,2014,July,3,184,Thursday  ,12,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),-79.3827213396847,43.6394992049179
-79.3402786029999,43.6426505420001,1195,GO-2015504817,2015/03/26 04:00:00+00,2015/03/25 04:00:00+00,2015,March,26,85,Thursday  ,14,2015,March,25,84,Wednesday ,18,D55,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,70,South Riverdale,70,South Riverdale (70),-79.3402786027456,43.6426505422034
-79.591010959,43.711762176,1196,GO-2015503033,2015/03/26 04:00:00+00,2015/03/25 04:00:00+00,2015,March,26,85,Thursday  ,5,2015,March,25,84,Wednesday ,11,D23,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5910109585848,43.711762175802
-79.4652081369999,43.7610361230001,1197,GO-2015505939,2015/03/26 04:00:00+00,2015/03/23 04:00:00+00,2015,March,26,85,Thursday  ,15,2015,March,23,82,Monday    ,23,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2130,210,Theft Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.4652081372643,43.7610361230081
-79.493729469,43.706015118,1198,GO-2015504605,2015/03/26 04:00:00+00,2015/03/18 04:00:00+00,2015,March,26,85,Thursday  ,14,2015,March,18,77,Wednesday ,9,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,28,Rustic,28,Rustic (28),-79.493729468657,43.7060151175027
-79.537022798,43.6186840290001,1199,GO-2015511996,2015/03/27 04:00:00+00,2015/02/28 05:00:00+00,2015,March,27,86,Friday    ,16,2015,February,28,59,Saturday  ,0,D22,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.537022797891,43.6186840287978
-79.43029097,43.6449732250001,1200,GO-2015510668,2015/03/27 04:00:00+00,2015/03/26 04:00:00+00,2015,March,27,86,Friday    ,11,2015,March,26,85,Thursday  ,10,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2130,210,Theft Over,Theft Over,84,Little Portugal,84,Little Portugal (84),-79.4302909698376,43.6449732247274
-79.386106937,43.6473888900001,1201,GO-2015510199,2015/03/27 04:00:00+00,2015/03/26 04:00:00+00,2015,March,27,86,Friday    ,11,2015,March,26,85,Thursday  ,16,D52,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2130,210,Theft Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.3861069369706,43.647388890449
-79.3509263449999,43.6586260180001,1202,GO-2015505271,2015/03/27 04:00:00+00,2014/03/01 05:00:00+00,2015,March,27,86,Friday    ,6,2014,March,1,60,Saturday  ,0,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,70,South Riverdale,70,South Riverdale (70),-79.3509263451443,43.6586260176011
-79.3980010459999,43.6393978950001,1203,GO-2015516998,2015/03/28 04:00:00+00,2015/03/17 04:00:00+00,2015,March,28,87,Saturday  ,14,2015,March,17,76,Tuesday   ,10,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),-79.3980010461603,43.6393978954685
-79.411566361,43.6836147080001,1204,GO-2015523225,2015/03/29 04:00:00+00,2015/03/21 04:00:00+00,2015,March,29,88,Sunday    ,14,2015,March,21,80,Saturday  ,7,D13,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,96,Casa Loma,96,Casa Loma (96),-79.4115663607751,43.6836147083953
-79.38619751,43.7091852290001,1205,GO-2015524761,2015/03/29 04:00:00+00,2014/03/29 04:00:00+00,2015,March,29,88,Sunday    ,19,2014,March,29,88,Saturday  ,19,D53,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,99,Mount Pleasant East,99,Mount Pleasant East (99),-79.38619750969,43.7091852294149
-79.372815196,43.717178609,1206,GO-2015521702,2015/03/29 04:00:00+00,2015/03/19 04:00:00+00,2015,March,29,88,Sunday    ,9,2015,March,19,78,Thursday  ,17,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,56,Leaside-Bennington,56,Leaside-Bennington (56),-79.3728151963841,43.7171786092785
-79.418972923,43.779014149,1207,GO-2015526576,2015/03/30 04:00:00+00,2015/03/28 04:00:00+00,2015,March,30,89,Monday    ,7,2015,March,28,87,Saturday  ,15,D32,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,36,Newtonbrook West,36,Newtonbrook West (36),-79.4189729225356,43.7790141486081
-79.464270379,43.7569388270001,1208,GO-2015526730,2015/03/30 04:00:00+00,2015/03/27 04:00:00+00,2015,March,30,89,Monday    ,8,2015,March,27,86,Friday    ,18,D32,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.4642703794223,43.7569388267929
-79.358098582,43.67676405,1209,GO-2015530830,2015/03/30 04:00:00+00,2015/03/30 04:00:00+00,2015,March,30,89,Monday    ,20,2015,March,30,89,Monday    ,20,D54,Ttc Street Car,Transit,2130,210,Theft Over,Theft Over,67,Playter Estates-Danforth,67,Playter Estates-Danforth (67),-79.3580985819966,43.6767640496489
-79.2679618769999,43.8327095670001,1210,GO-2015535771,2015/03/31 04:00:00+00,2015/03/31 04:00:00+00,2015,March,31,90,Tuesday   ,16,2015,March,31,90,Tuesday   ,14,D42,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,130,Milliken,130,Milliken (130),-79.2679618765711,43.832709566519
-79.450942501,43.7723064040001,1211,GO-2015535051,2015/03/31 04:00:00+00,2015/03/13 04:00:00+00,2015,March,31,90,Tuesday   ,14,2015,March,13,72,Friday    ,11,D32,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,35,Westminster-Branson,35,Westminster-Branson (35),-79.4509425011073,43.7723064041646
-79.391282039,43.643415041,1212,GO-2015543953,2015/04/01 04:00:00+00,2015/03/25 04:00:00+00,2015,April,1,91,Wednesday ,22,2015,March,25,84,Wednesday ,20,D52,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.3912820386474,43.6434150413592
-79.378473994,43.6445071520001,1213,GO-2015543067,2015/04/01 04:00:00+00,2015/04/01 04:00:00+00,2015,April,1,91,Wednesday ,19,2015,April,1,91,Wednesday ,17,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.3784739943358,43.6445071523835
-79.5152277779999,43.7681488160001,1214,GO-2015539432,2015/04/01 04:00:00+00,2015/03/31 04:00:00+00,2015,April,1,91,Wednesday ,8,2015,March,31,90,Tuesday   ,13,D31,"Open Areas (Lakes, Parks, Rivers)",Outside,2130,210,Theft Over,Theft Over,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
-79.193675537,43.8057069760001,1215,GO-2015545719,2015/04/02 04:00:00+00,2015/04/01 04:00:00+00,2015,April,2,92,Thursday  ,9,2015,April,1,91,Wednesday ,17,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,144,Morningside Heights,131,Rouge (131),-79.1936755365768,43.8057069758038
-79.3851186059999,43.6688405260001,1216,GO-2015565596,2015/04/05 04:00:00+00,2015/04/05 04:00:00+00,2015,April,5,95,Sunday    ,21,2015,April,5,95,Sunday    ,19,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.3851186060228,43.6688405259822
-79.5469843129999,43.616231532,1217,GO-2015564145,2015/04/05 04:00:00+00,2015/04/03 04:00:00+00,2015,April,5,95,Sunday    ,15,2015,April,3,93,Friday    ,0,D22,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.5469843129939,43.6162315318258
-79.56224,43.619825618,1218,GO-2015567070,2015/04/06 04:00:00+00,2015/04/02 04:00:00+00,2015,April,6,96,Monday    ,7,2015,April,2,92,Thursday  ,18,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.5622400004403,43.6198256182715
-79.393290822,43.7090657520001,1219,GO-2015570532,2015/04/06 04:00:00+00,2015/03/10 04:00:00+00,2015,April,6,96,Monday    ,20,2015,March,10,69,Tuesday   ,9,D53,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,173,North Toronto,104,Mount Pleasant West (104),-79.3932908217127,43.7090657520133
-79.382467428,43.6452860580001,1220,GO-2015576459,2015/04/07 04:00:00+00,2015/04/05 04:00:00+00,2015,April,7,97,Tuesday   ,20,2015,April,5,95,Sunday    ,19,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3824674278651,43.6452860582832
-79.450319231,43.7339289110001,1221,GO-2015575213,2015/04/07 04:00:00+00,2015/04/07 04:00:00+00,2015,April,7,97,Tuesday   ,16,2015,April,7,97,Tuesday   ,16,D32,Ttc Bus Garage,Transit,2130,210,Theft Over,Theft Over,33,Clanton Park,33,Clanton Park (33),-79.4503192308922,43.7339289109024
-79.582669948,43.7039537250001,1222,GO-2015611460,2015/04/07 04:00:00+00,2015/02/11 05:00:00+00,2015,April,7,97,Tuesday   ,13,2015,February,11,42,Wednesday ,23,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5826699477264,43.7039537245034
-79.359751312,43.6507544510001,1223,GO-2015581061,2015/04/08 04:00:00+00,2015/04/08 04:00:00+00,2015,April,8,98,Wednesday ,15,2015,April,8,98,Wednesday ,14,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.3597513118609,43.6507544506636
-79.571812408,43.7152598490001,1224,GO-2015580041,2015/04/08 04:00:00+00,2015/04/01 04:00:00+00,2015,April,8,98,Wednesday ,12,2015,April,1,91,Wednesday ,2,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5718124084522,43.7152598494288
-79.410786677,43.6458407800001,1225,GO-2015581978,2015/04/08 04:00:00+00,2015/04/08 04:00:00+00,2015,April,8,98,Wednesday ,18,2015,April,8,98,Wednesday ,18,D14,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,162,West Queen West,82,Niagara (82),-79.4107866772664,43.6458407798471
-79.5062231489999,43.6771876830001,1226,GO-2015590706,2015/04/10 04:00:00+00,2011/01/01 05:00:00+00,2015,April,10,100,Friday    ,10,2011,January,1,1,Saturday  ,0,D12,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.5062231486474,43.6771876832819
-79.194890425,43.7664897330001,1227,GO-2015594557,2015/04/10 04:00:00+00,2015/01/28 05:00:00+00,2015,April,10,100,Friday    ,20,2015,January,28,28,Wednesday ,0,D43,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,136,West Hill,136,West Hill (136),-79.1948904245231,43.7664897329517
-79.304133618,43.71320688,1228,GO-2015598717,2015/04/11 04:00:00+00,2015/04/10 04:00:00+00,2015,April,11,101,Saturday  ,14,2015,April,10,100,Friday    ,20,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,54,O'Connor-Parkview,54,O'Connor-Parkview (54),-79.30413361774,43.7132068797588
-79.5626734689999,43.6123012470001,1229,GO-2015592057,2015/04/11 04:00:00+00,2015/04/09 04:00:00+00,2015,April,11,101,Saturday  ,15,2015,April,9,99,Thursday  ,15,D22,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.5626734693088,43.6123012465919
-79.436197001,43.701450634,1230,GO-2015605489,2015/04/12 04:00:00+00,2015/04/11 04:00:00+00,2015,April,12,102,Sunday    ,17,2015,April,11,101,Saturday  ,19,D13,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2130,210,Theft Over,Theft Over,102,Forest Hill North,102,Forest Hill North (102),-79.4361970013386,43.7014506338522
-79.396317504,43.6567180820001,1231,GO-2015606839,2015/04/12 04:00:00+00,2015/04/12 04:00:00+00,2015,April,12,102,Sunday    ,22,2015,April,12,102,Sunday    ,20,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.3963175043356,43.6567180817478
-79.386626742,43.7136282870001,1232,GO-2015612261,2015/04/13 04:00:00+00,2014/09/09 04:00:00+00,2015,April,13,103,Monday    ,19,2014,September,9,252,Tuesday   ,9,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,99,Mount Pleasant East,99,Mount Pleasant East (99),-79.3866267422695,43.7136282865098
-79.542672215,43.6220106750001,1233,GO-2015608433,2015/04/13 04:00:00+00,2015/04/12 04:00:00+00,2015,April,13,103,Monday    ,8,2015,April,12,102,Sunday    ,22,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.5426722152929,43.6220106747976
-79.348538065,43.666350708,1234,GO-2015610611,2015/04/13 04:00:00+00,2015/03/05 05:00:00+00,2015,April,13,103,Monday    ,14,2015,March,5,64,Thursday  ,9,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,68,North Riverdale,68,North Riverdale (68),-79.3485380647237,43.6663507083783
-79.5886601399999,43.681766784,1235,GO-2015608599,2015/04/13 04:00:00+00,2015/04/11 04:00:00+00,2015,April,13,103,Monday    ,9,2015,April,11,101,Saturday  ,11,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5886601398799,43.681766783772
-79.3478000599999,43.7850868080001,1236,GO-2015608473,2015/04/13 04:00:00+00,2015/04/12 04:00:00+00,2015,April,13,103,Monday    ,8,2015,April,12,102,Sunday    ,22,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,47,Don Valley Village,47,Don Valley Village (47),-79.3478000602228,43.7850868079873
-79.467676394,43.7719092240001,1237,GO-2015608783,2015/04/13 04:00:00+00,2015/04/13 04:00:00+00,2015,April,13,103,Monday    ,9,2015,April,13,103,Monday    ,0,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.4676763937112,43.7719092235979
-79.3437191359999,43.775828505,1238,GO-2015603800,2015/04/13 04:00:00+00,2015/04/13 04:00:00+00,2015,April,13,103,Monday    ,11,2015,April,13,103,Monday    ,11,D33,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,47,Don Valley Village,47,Don Valley Village (47),-79.3437191362443,43.7758285046409
-79.4769107939999,43.6302634510001,1239,GO-2015619633,2015/04/14 04:00:00+00,2015/04/14 04:00:00+00,2015,April,14,104,Tuesday   ,22,2015,April,14,104,Tuesday   ,21,D22,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),-79.476910793823,43.6302634511738
-79.390582524,43.6469238670001,1240,GO-2015616058,2015/04/14 04:00:00+00,2015/04/12 04:00:00+00,2015,April,14,104,Tuesday   ,11,2015,April,12,102,Sunday    ,17,D52,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.3905825238172,43.6469238665221
-79.3028241919999,43.6904028770001,1241,GO-2015630432,2015/04/16 04:00:00+00,2015/01/01 05:00:00+00,2015,April,16,106,Thursday  ,18,2015,January,1,1,Thursday  ,1,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,60,Woodbine-Lumsden,60,Woodbine-Lumsden (60),-79.3028241919982,43.6904028769644
-79.391279482,43.6711273920001,1242,GO-2015631373,2015/04/16 04:00:00+00,2015/04/16 04:00:00+00,2015,April,16,106,Thursday  ,19,2015,April,16,106,Thursday  ,16,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,95,Annex,95,Annex (95),-79.391279482384,43.6711273924786
-79.422350024,43.6534975690001,1243,GO-2015634200,2015/04/17 04:00:00+00,2014/09/01 04:00:00+00,2015,April,17,107,Friday    ,10,2014,September,1,244,Monday    ,0,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81),-79.4223500236374,43.6534975690164
-79.446675523,43.640193438,1244,GO-2015634301,2015/04/17 04:00:00+00,2015/04/15 04:00:00+00,2015,April,17,107,Friday    ,10,2015,April,15,105,Wednesday ,9,D11,Retirement Home,Other,2130,210,Theft Over,Theft Over,87,High Park-Swansea,87,High Park-Swansea (87),-79.4466755233818,43.6401934379473
-79.300543256,43.6884410120001,1245,GO-2015634975,2015/04/17 04:00:00+00,2015/04/15 04:00:00+00,2015,April,17,107,Friday    ,12,2015,April,15,105,Wednesday ,12,D55,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,62,East End-Danforth,62,East End-Danforth (62),-79.3005432558658,43.688441011836
-79.286886454,43.696761672,1246,GO-2015633756,2015/04/17 04:00:00+00,2015/04/01 04:00:00+00,2015,April,17,107,Friday    ,8,2015,April,1,91,Wednesday ,10,D41,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,121,Oakridge,121,Oakridge (121),-79.2868864544302,43.6967616718492
-79.288484867,43.8065311670001,1247,GO-2015635266,2015/04/17 04:00:00+00,2015/04/17 04:00:00+00,2015,April,17,107,Friday    ,13,2015,April,17,107,Friday    ,12,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,130,Milliken,130,Milliken (130),-79.2884848674921,43.8065311669642
-79.605726566,43.728921191,1248,GO-2015636869,2015/04/17 04:00:00+00,2015/04/17 04:00:00+00,2015,April,17,107,Friday    ,17,2015,April,17,107,Friday    ,16,D23,Schools During Un-Supervised Activity,Educational,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.605726565843,43.7289211906915
-79.382421108,43.651754774,1249,GO-2015644528,2015/04/18 04:00:00+00,2015/04/18 04:00:00+00,2015,April,18,108,Saturday  ,22,2015,April,18,108,Saturday  ,20,D52,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3824211080824,43.6517547739066
-79.401143248,43.6522684020001,1250,GO-2015647118,2015/04/19 04:00:00+00,2015/04/04 04:00:00+00,2015,April,19,109,Sunday    ,12,2015,April,4,94,Saturday  ,1,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.4011432483928,43.6522684015289
-79.3510188559999,43.6600272540001,1251,GO-2015648821,2015/04/19 04:00:00+00,2015/04/19 04:00:00+00,2015,April,19,109,Sunday    ,18,2015,April,19,109,Sunday    ,1,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2130,210,Theft Over,Theft Over,70,South Riverdale,70,South Riverdale (70),-79.3510188562623,43.6600272540416
-79.500858937,43.763354436,1252,GO-20159002065,2015/04/19 04:00:00+00,2015/04/14 04:00:00+00,2015,April,19,109,Sunday    ,23,2015,April,14,104,Tuesday   ,11,D31,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,27,York University Heights,27,York University Heights (27),-79.5008589373666,43.7633544355372
-79.397114802,43.655640916,1253,GO-2015649732,2015/04/19 04:00:00+00,2015/04/19 04:00:00+00,2015,April,19,109,Sunday    ,20,2015,April,19,109,Sunday    ,19,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.3971148015001,43.6556409163966
-79.3947568089999,43.660761,1254,GO-2015652440,2015/04/20 04:00:00+00,2015/03/27 04:00:00+00,2015,April,20,110,Monday    ,11,2015,March,27,86,Friday    ,10,D52,Universities / Colleges,Educational,2130,210,Theft Over,Theft Over,79,University,79,University (79),-79.3947568085567,43.6607609997658
-79.238489188,43.8103915660001,1255,GO-2015653150,2015/04/20 04:00:00+00,2015/04/19 04:00:00+00,2015,April,20,110,Monday    ,13,2015,April,19,109,Sunday    ,11,D42,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,145,Malvern West,132,Malvern (132),-79.2384891881419,43.810391565701
-79.3067899279999,43.71840953,1256,GO-2015653589,2015/04/20 04:00:00+00,2015/04/16 04:00:00+00,2015,April,20,110,Monday    ,14,2015,April,16,106,Thursday  ,17,D54,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,43,Victoria Village,43,Victoria Village (43),-79.3067899281659,43.7184095302029
-79.485763726,43.665620319,1257,GO-2015652489,2015/04/20 04:00:00+00,2015/04/20 04:00:00+00,2015,April,20,110,Monday    ,11,2015,April,20,110,Monday    ,11,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,89,Runnymede-Bloor West Village,89,Runnymede-Bloor West Village (89),-79.4857637264543,43.6656203187179
-79.49788977,43.6900499980001,1258,GO-2015656463,2015/04/20 04:00:00+00,2015/04/16 04:00:00+00,2015,April,20,110,Monday    ,23,2015,April,16,106,Thursday  ,21,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,115,Mount Dennis,115,Mount Dennis (115),-79.4978897704394,43.6900499976019
