X,Y,OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
-79.380755468,43.6521200970001,4344,GO-201878835,2018/01/13 05:00:00+00,2018/01/13 05:00:00+00,2018,January,13,13,Saturday  ,14,2018,January,13,13,Saturday  ,11,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3807554676371,43.6521200974952
-79.276298377,43.792160347,4345,GO-201883510,2018/01/14 05:00:00+00,2017/12/31 05:00:00+00,2018,January,14,14,Sunday    ,10,2017,December,31,365,Sunday    ,12,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.276298377147,43.7921603471012
-79.603911554,43.7436341850001,4346,GO-201884449,2018/01/14 05:00:00+00,2018/01/14 05:00:00+00,2018,January,14,14,Sunday    ,14,2018,January,14,14,Sunday    ,14,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.603911553626,43.7436341854836
-79.369627564,43.6571935540001,4347,GO-201892439,2018/01/15 05:00:00+00,2018/01/11 05:00:00+00,2018,January,15,15,Monday    ,19,2018,January,11,11,Thursday  ,10,D51,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,73,Moss Park,73,Moss Park (73),-79.3696275644209,43.6571935544046
-79.355135252,43.6539454750001,4348,GO-201888428,2018/01/15 05:00:00+00,2018/01/11 05:00:00+00,2018,January,15,15,Monday    ,8,2018,January,11,11,Thursday  ,17,D51,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.3551352519478,43.6539454746494
-79.547969188,43.807390362,4349,GO-201890546,2018/01/15 05:00:00+00,2018/01/15 05:00:00+00,2018,January,15,15,Monday    ,14,2018,January,15,15,Monday    ,14,NSA,Unknown,Other,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,-79.5479691884755,43.8073903618713
-79.529256558,43.688313017,4350,GO-201894085,2018/01/16 05:00:00+00,2018/01/14 05:00:00+00,2018,January,16,16,Tuesday   ,4,2018,January,14,14,Sunday    ,9,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),-79.5292565576014,43.6883130172726
-79.3394992359999,43.7285966430001,4351,GO-201893730,2018/01/16 05:00:00+00,2018/01/16 05:00:00+00,2018,January,16,16,Tuesday   ,2,2018,January,16,16,Tuesday   ,1,D33,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.3394992357758,43.7285966431177
-79.324443226,43.7333709330001,4352,GO-2018101658,2018/01/17 05:00:00+00,2017/12/11 05:00:00+00,2018,January,17,17,Wednesday ,14,2017,December,11,345,Monday    ,12,D33,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2130,210,Theft Over,Theft Over,43,Victoria Village,43,Victoria Village (43),-79.3244432255319,43.7333709333107
-79.420245305,43.663165071,4353,GO-2018102275,2018/01/17 05:00:00+00,2017/10/15 04:00:00+00,2018,January,17,17,Wednesday ,11,2017,October,15,288,Sunday    ,19,D14,"Open Areas (Lakes, Parks, Rivers)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),-79.4202453047829,43.6631650711253
-79.2425174269999,43.76707544,4354,GO-2018105707,2018/01/17 05:00:00+00,2018/01/17 05:00:00+00,2018,January,17,17,Wednesday ,20,2018,January,17,17,Wednesday ,20,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,142,Woburn North,137,Woburn (137),-79.2425174272663,43.7670754399201
-79.413363886,43.6768010760001,4355,GO-2018109520,2018/01/18 05:00:00+00,2016/02/01 05:00:00+00,2018,January,18,18,Thursday  ,17,2016,February,1,32,Monday    ,0,D13,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,96,Casa Loma,96,Casa Loma (96),-79.4133638857412,43.6768010760538
-79.312775437,43.6856787420001,4356,GO-2018106791,2018/01/18 05:00:00+00,2017/01/16 05:00:00+00,2018,January,18,18,Thursday  ,1,2017,January,16,16,Monday    ,23,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,200,Theft From Mail / Bag / Key,Theft Over,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.3127754374242,43.6856787420454
-79.362998009,43.6600810690001,4357,GO-2018112659,2018/01/18 05:00:00+00,2018/01/18 05:00:00+00,2018,January,18,18,Thursday  ,21,2018,January,18,18,Thursday  ,20,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,72,Regent Park,72,Regent Park (72),-79.3629980089409,43.6600810693846
-79.380755468,43.6521200970001,4358,GO-2018117508,2018/01/19 05:00:00+00,2018/01/18 05:00:00+00,2018,January,19,19,Friday    ,15,2018,January,18,18,Thursday  ,18,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3807554676371,43.6521200974952
-79.5561503919999,43.61421138,4359,GO-2018115940,2018/01/19 05:00:00+00,2018/01/18 05:00:00+00,2018,January,19,19,Friday    ,11,2018,January,18,18,Thursday  ,20,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.5561503922581,43.6142113800981
-79.315762627,43.796766877,4360,GO-2018117876,2018/01/19 05:00:00+00,2018/01/19 05:00:00+00,2018,January,19,19,Friday    ,16,2018,January,19,19,Friday    ,16,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,211,Theft Over - Distraction,Theft Over,148,East L'Amoreaux,117,L'Amoreaux (117),-79.3157626269002,43.7967668769759
-79.485320185,43.7789469730001,4361,GO-2018123393,2018/01/20 05:00:00+00,2018/01/20 05:00:00+00,2018,January,20,20,Saturday  ,20,2018,January,20,20,Saturday  ,6,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.4853201849277,43.7789469729578
-79.419997168,43.639679438,4362,GO-2018124787,2018/01/20 05:00:00+00,2018/01/20 05:00:00+00,2018,January,20,20,Saturday  ,21,2018,January,20,20,Saturday  ,17,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,163,Fort York-Liberty Village,82,Niagara (82),-79.4199971681005,43.639679437799
-79.266007937,43.727609994,4363,GO-2018113476,2018/01/21 05:00:00+00,2018/01/19 05:00:00+00,2018,January,21,21,Sunday    ,20,2018,January,19,19,Friday    ,0,D41,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,124,Kennedy Park,124,Kennedy Park (124),-79.2660079365739,43.7276099940839
-79.383382846,43.662048317,4364,GO-2018135585,2018/01/22 05:00:00+00,2018/01/22 05:00:00+00,2018,January,22,22,Monday    ,13,2018,January,22,22,Monday    ,13,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.3833828457411,43.6620483165467
-79.422442541,43.662180081,4365,GO-2018134987,2018/01/22 05:00:00+00,2017/12/28 05:00:00+00,2018,January,22,22,Monday    ,12,2017,December,28,362,Thursday  ,14,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,80,Palmerston-Little Italy,80,Palmerston-Little Italy (80),-79.4224425409714,43.6621800808376
-79.5325642769999,43.645569321,4366,GO-2018143397,2018/01/23 05:00:00+00,2017/09/01 04:00:00+00,2018,January,23,23,Tuesday   ,15,2017,September,1,244,Friday    ,0,D22,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,158,Islington,14,Islington-City Centre West (14),-79.5325642766034,43.6455693205481
-79.403545448,43.759641872,4367,GO-20189002186,2018/01/23 05:00:00+00,2018/01/08 05:00:00+00,2018,January,23,23,Tuesday   ,11,2018,January,8,8,Monday    ,9,D32,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,153,Avondale,51,Willowdale East (51),-79.4035454482794,43.7596418721756
-79.301429572,43.7638633350001,4368,GO-2018149341,2018/01/24 05:00:00+00,2018/01/21 05:00:00+00,2018,January,24,24,Wednesday ,13,2018,January,21,21,Sunday    ,13,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.3014295722524,43.7638633349986
-79.578241113,43.7075397630001,4369,GO-2018149845,2018/01/24 05:00:00+00,2017/07/31 04:00:00+00,2018,January,24,24,Wednesday ,14,2017,July,31,212,Monday    ,20,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5782411126984,43.7075397630001
-79.28353829,43.76701838,4370,GO-2018150748,2018/01/24 05:00:00+00,2017/10/02 04:00:00+00,2018,January,24,24,Wednesday ,18,2017,October,2,275,Monday    ,12,D41,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,126,Dorset Park,126,Dorset Park (126),-79.2835382899986,43.7670183800004
-79.402348822,43.647128783,4371,GO-2018149283,2018/01/24 05:00:00+00,2018/01/24 05:00:00+00,2018,January,24,24,Wednesday ,12,2018,January,24,24,Wednesday ,12,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,211,Theft Over - Distraction,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.4023488216471,43.6471287827306
-79.2259391119999,43.735289562,4372,GO-2018147322,2018/01/24 05:00:00+00,2018/01/23 05:00:00+00,2018,January,24,24,Wednesday ,8,2018,January,23,23,Tuesday   ,22,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,123,Cliffcrest,123,Cliffcrest (123),-79.2259391118961,43.7352895615906
-79.234193354,43.808041673,4373,GO-2018148409,2018/01/24 05:00:00+00,2018/01/23 05:00:00+00,2018,January,24,24,Wednesday ,10,2018,January,23,23,Tuesday   ,15,D42,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,145,Malvern West,132,Malvern (132),-79.2341933540528,43.8080416725367
-79.1265857939999,43.7888191800001,4374,GO-2018146634,2018/01/24 05:00:00+00,2018/01/23 05:00:00+00,2018,January,24,24,Wednesday ,3,2018,January,23,23,Tuesday   ,7,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,143,West Rouge,131,Rouge (131),-79.1265857943432,43.7888191800775
-79.313004844,43.8199272750001,4375,GO-2018156394,2018/01/25 05:00:00+00,2017/01/24 05:00:00+00,2018,January,25,25,Thursday  ,14,2017,January,24,24,Tuesday   ,12,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,116,Steeles,116,Steeles (116),-79.3130048444254,43.8199272750963
-79.409618284,43.7043546130001,4376,GO-2018174372,2018/01/29 05:00:00+00,2018/01/28 05:00:00+00,2018,January,29,29,Monday    ,12,2018,January,28,28,Sunday    ,9,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,100,Yonge-Eglinton,100,Yonge-Eglinton (100),-79.4096182841142,43.7043546134665
-79.436601133,43.6557476510001,4377,GO-2018184059,2018/01/29 05:00:00+00,2018/01/29 05:00:00+00,2018,January,29,29,Monday    ,21,2018,January,29,29,Monday    ,21,D11,Convenience Stores,Commercial,2133,200,Theft Over - Shoplifting,Theft Over,83,Dufferin Grove,83,Dufferin Grove (83),-79.4366011332856,43.6557476512861
-79.2439333199999,43.8066841770001,4378,GO-2018180008,2018/01/29 05:00:00+00,2018/01/29 05:00:00+00,2018,January,29,29,Monday    ,10,2018,January,29,29,Monday    ,0,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,145,Malvern West,132,Malvern (132),-79.2439333196121,43.8066841773823
-79.2439333199999,43.8066841770001,4379,GO-2018179594,2018/01/29 05:00:00+00,2018/01/29 05:00:00+00,2018,January,29,29,Monday    ,9,2018,January,29,29,Monday    ,0,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,145,Malvern West,132,Malvern (132),-79.2439333196121,43.8066841773823
-79.382467428,43.6452860580001,4380,GO-2018190006,2018/01/30 05:00:00+00,2018/01/26 05:00:00+00,2018,January,30,30,Tuesday   ,19,2018,January,26,26,Friday    ,18,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3824674278651,43.6452860582832
-79.345123499,43.6683450290001,4381,GO-2018187063,2018/01/30 05:00:00+00,2018/01/22 05:00:00+00,2018,January,30,30,Tuesday   ,11,2018,January,22,22,Monday    ,9,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,215,Theft Over - Bicycle,Theft Over,68,North Riverdale,68,North Riverdale (68),-79.3451234989992,43.6683450285017
-79.521359822,43.752207916,4382,GO-20189003050,2018/01/30 05:00:00+00,2018/01/30 05:00:00+00,2018,January,30,30,Tuesday   ,20,2018,January,30,30,Tuesday   ,14,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5213598223131,43.752207916091
-79.4370005389999,43.6361146990001,4383,GO-2018186945,2018/01/30 05:00:00+00,2018/01/24 05:00:00+00,2018,January,30,30,Tuesday   ,11,2018,January,24,24,Wednesday ,13,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,85,South Parkdale,85,South Parkdale (85),-79.4370005391739,43.636114698614
-79.312310451,43.7974814080001,4384,GO-2018189726,2018/01/30 05:00:00+00,2017/12/05 05:00:00+00,2018,January,30,30,Tuesday   ,18,2017,December,5,339,Tuesday   ,14,D42,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,148,East L'Amoreaux,117,L'Amoreaux (117),-79.3123104506079,43.7974814084324
-79.403521235,43.6648574720001,4385,GO-2018186220,2018/01/30 05:00:00+00,2017/11/27 05:00:00+00,2018,January,30,30,Tuesday   ,9,2017,November,27,331,Monday    ,9,D14,Universities / Colleges,Educational,2130,210,Theft Over,Theft Over,79,University,79,University (79),-79.4035212345412,43.6648574722859
-79.499486953,43.7151250480001,4386,GO-2018191220,2018/01/30 05:00:00+00,2018/01/20 05:00:00+00,2018,January,30,30,Tuesday   ,23,2018,January,20,20,Saturday  ,10,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,28,Rustic,28,Rustic (28),-79.4994869525595,43.7151250482872
-79.316028546,43.7938688840001,4387,GO-2018181799,2018/01/30 05:00:00+00,2018/01/17 05:00:00+00,2018,January,30,30,Tuesday   ,18,2018,January,17,17,Wednesday ,23,D42,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,147,L'Amoreaux West,117,L'Amoreaux (117),-79.316028546493,43.7938688840103
-79.359291549,43.6577043140001,4388,GO-2018176893,2018/01/30 05:00:00+00,2017/11/16 05:00:00+00,2018,January,30,30,Tuesday   ,16,2017,November,16,320,Thursday  ,1,D51,"Apartment (Rooming House, Condo)",Apartment,2132,200,Theft From Motor Vehicle Over,Theft Over,72,Regent Park,72,Regent Park (72),-79.3592915493117,43.6577043136648
-79.391407065,43.67374612,4389,GO-2018183239,2018/01/31 05:00:00+00,2018/01/25 05:00:00+00,2018,January,31,31,Wednesday ,9,2018,January,25,25,Thursday  ,15,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,95,Annex,95,Annex (95),-79.3914070649083,43.6737461196231
-79.595562493,43.6867511940001,4390,GO-2018196952,2018/01/31 05:00:00+00,2018/01/26 05:00:00+00,2018,January,31,31,Wednesday ,19,2018,January,26,26,Friday    ,16,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5955624929388,43.6867511941472
-79.4489693199999,43.717489829,4391,GO-2018193833,2018/01/31 05:00:00+00,2018/01/23 05:00:00+00,2018,January,31,31,Wednesday ,11,2018,January,23,23,Tuesday   ,13,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4489693200836,43.7174898288382
-79.382114209,43.6590897740001,4392,GO-2018198976,2018/02/01 05:00:00+00,2018/02/01 05:00:00+00,2018,February,1,32,Thursday  ,6,2018,February,1,32,Thursday  ,6,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3821142086579,43.6590897743863
-79.391380767,43.6685235090001,4393,GO-2018203253,2018/02/01 05:00:00+00,2018/02/01 05:00:00+00,2018,February,1,32,Thursday  ,17,2018,February,1,32,Thursday  ,17,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,169,Bay-Cloverhill,76,Bay Street Corridor (76),-79.3913807666852,43.6685235089998
-79.4508803149999,43.696746068,4394,GO-2018202456,2018/02/01 05:00:00+00,2018/02/01 05:00:00+00,2018,February,1,32,Thursday  ,15,2018,February,1,32,Thursday  ,14,D13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108),-79.4508803147454,43.6967460683444
-79.427968992,43.793952892,4395,GO-2018216305,2018/02/03 05:00:00+00,2018/02/03 05:00:00+00,2018,February,3,34,Saturday  ,19,2018,February,3,34,Saturday  ,2,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,36,Newtonbrook West,36,Newtonbrook West (36),-79.4279689922294,43.7939528922796
-79.263158873,43.726875082,4396,GO-2018226555,2018/02/03 05:00:00+00,2018/02/03 05:00:00+00,2018,February,3,34,Saturday  ,14,2018,February,3,34,Saturday  ,6,D41,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,124,Kennedy Park,124,Kennedy Park (124),-79.2631588729813,43.7268750815315
-79.386877498,43.6492484560001,4397,GO-2018220198,2018/02/04 05:00:00+00,2018/02/03 05:00:00+00,2018,February,4,35,Sunday    ,13,2018,February,3,34,Saturday  ,16,D52,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.3868774976298,43.6492484563681
-79.590748477,43.683332078,4398,GO-2018219477,2018/02/04 05:00:00+00,2018/01/31 05:00:00+00,2018,February,4,35,Sunday    ,11,2018,January,31,31,Wednesday ,22,D23,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5907484765291,43.6833320779909
-79.414242568,43.6394308320001,4399,GO-2018222964,2018/02/04 05:00:00+00,2018/02/03 05:00:00+00,2018,February,4,35,Sunday    ,23,2018,February,3,34,Saturday  ,23,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,163,Fort York-Liberty Village,82,Niagara (82),-79.4142425682501,43.6394308317956
-85.488743885,0.0,4400,GO-2018226383,2018/02/05 05:00:00+00,2017/12/20 05:00:00+00,2018,February,5,36,Monday    ,15,2017,December,20,354,Wednesday ,10,NSA,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,-85.4887438847069,0
-79.414242568,43.6394308320001,4401,GO-20189003503,2018/02/05 05:00:00+00,2018/02/03 05:00:00+00,2018,February,5,36,Monday    ,16,2018,February,3,34,Saturday  ,12,D14,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,163,Fort York-Liberty Village,82,Niagara (82),-79.4142425682501,43.6394308317956
-79.373339297,43.6604203470001,4402,GO-2018235365,2018/02/06 05:00:00+00,2018/02/06 05:00:00+00,2018,February,6,37,Tuesday   ,19,2018,February,6,37,Tuesday   ,11,D51,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,73,Moss Park,73,Moss Park (73),-79.3733392970859,43.6604203469889
-79.426685079,43.661286852,4403,GO-2018228623,2018/02/06 05:00:00+00,2016/03/14 04:00:00+00,2018,February,6,37,Tuesday   ,14,2016,March,14,74,Monday    ,0,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,80,Palmerston-Little Italy,80,Palmerston-Little Italy (80),-79.4266850792571,43.6612868517466
-79.3401865609999,43.7251655850001,4404,GO-2018232627,2018/02/06 05:00:00+00,2017/08/23 04:00:00+00,2018,February,6,37,Tuesday   ,12,2017,August,23,235,Wednesday ,12,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.3401865611285,43.7251655850346
-79.342494056,43.657617628,4405,GO-2018213746,2018/02/07 05:00:00+00,2018/02/03 05:00:00+00,2018,February,7,38,Wednesday ,16,2018,February,3,34,Saturday  ,3,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,70,South Riverdale,70,South Riverdale (70),-79.3424940559718,43.65761762807
-79.367046992,43.6515413910001,4406,GO-2018238627,2018/02/07 05:00:00+00,2018/02/06 05:00:00+00,2018,February,7,38,Wednesday ,10,2018,February,6,37,Tuesday   ,16,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,73,Moss Park,73,Moss Park (73),-79.3670469922757,43.6515413907524
-79.570689868,43.7584723840001,4407,GO-2018239372,2018/02/07 05:00:00+00,2018/02/01 05:00:00+00,2018,February,7,38,Wednesday ,12,2018,February,1,32,Thursday  ,18,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,21,Humber Summit,21,Humber Summit (21),-79.5706898683091,43.7584723844555
-79.255708434,43.7288847140001,4408,GO-2018245174,2018/02/08 05:00:00+00,2017/06/26 04:00:00+00,2018,February,8,39,Thursday  ,10,2017,June,26,177,Monday    ,0,D41,Schools During Un-Supervised Activity,Educational,2130,210,Theft Over,Theft Over,124,Kennedy Park,124,Kennedy Park (124),-79.2557084341863,43.7288847142105
-79.2373858999999,43.795187953,4409,GO-2018246087,2018/02/08 05:00:00+00,2018/01/10 05:00:00+00,2018,February,8,39,Thursday  ,12,2018,January,10,10,Wednesday ,2,D42,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,145,Malvern West,132,Malvern (132),-79.2373858996358,43.7951879533728
-79.476891692,43.7154501000001,4410,GO-2018247258,2018/02/08 05:00:00+00,2018/02/08 05:00:00+00,2018,February,8,39,Thursday  ,16,2018,February,8,39,Thursday  ,14,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,29,Maple Leaf,29,Maple Leaf (29),-79.4768916917357,43.7154501000998
-79.4279426259999,43.7115284660001,4411,GO-2018244871,2018/02/08 05:00:00+00,2011/01/16 05:00:00+00,2018,February,8,39,Thursday  ,9,2011,January,16,16,Sunday    ,0,D13,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2130,220,Theft - Misapprop Funds Over,Theft Over,32,Englemount-Lawrence,32,Englemount-Lawrence (32),-79.42794262641,43.7115284661284
-79.40771928,43.6564757730001,4412,GO-2018245579,2018/02/08 05:00:00+00,2018/01/05 05:00:00+00,2018,February,8,39,Thursday  ,11,2018,January,5,5,Friday    ,11,D14,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,79,University,79,University (79),-79.4077192800898,43.6564757728303
-79.5407993649999,43.6744408910001,4413,GO-2018250720,2018/02/09 05:00:00+00,2018/02/08 05:00:00+00,2018,February,9,40,Friday    ,8,2018,February,8,39,Thursday  ,17,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,10,Princess-Rosethorn,10,Princess-Rosethorn (10),-79.5407993653704,43.6744408913458
-79.263158873,43.726875082,4414,GO-2018255833,2018/02/09 05:00:00+00,2018/02/07 05:00:00+00,2018,February,9,40,Friday    ,18,2018,February,7,38,Wednesday ,12,D41,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,124,Kennedy Park,124,Kennedy Park (124),-79.2631588729813,43.7268750815315
-79.554708875,43.632796822,4415,GO-2018255469,2018/02/09 05:00:00+00,2018/02/09 05:00:00+00,2018,February,9,40,Friday    ,20,2018,February,9,40,Friday    ,14,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.5547088753925,43.6327968217902
-79.263158873,43.726875082,4416,GO-2018251778,2018/02/09 05:00:00+00,2018/02/09 05:00:00+00,2018,February,9,40,Friday    ,21,2018,February,9,40,Friday    ,12,D41,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,124,Kennedy Park,124,Kennedy Park (124),-79.2631588729813,43.7268750815315
-79.4515162169999,43.7240306040001,4417,GO-2018252075,2018/02/09 05:00:00+00,2018/02/09 05:00:00+00,2018,February,9,40,Friday    ,14,2018,February,9,40,Friday    ,2,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4515162166738,43.7240306035325
