EVENT_UNIQUE_ID,HOOD_158,NEIGHBOURHOOD_158,X,Y,REPORT_YEAR,REPORT_MONTH,OFFENCE,MCI_CATEGORY
GO-20141445199,166,St Lawrence-East Bayfront-The Islands,-79.37218939,43.649124853,2014,January,Robbery With Weapon,Robbery
GO-2014144357912,136,West Hill,-79.187774928,43.7726951280001,2014,January,Robbery With Weapon,Robbery
GO-20141443534,78,Kensington-Chinatown,-79.390375725,43.654497185,2014,January,Robbery - Other,Robbery
GO-20141442329,79,University,-79.411209334,43.6651095670001,2014,January,Robbery - Mugging,Robbery
GO-20141442612,54,O'Connor-Parkview,-79.310622023,43.7137981380001,2014,January,Robbery - Taxi,Robbery
GO-20141440950,53,Henry Farm,-79.337493857,43.7704084330001,2014,January,Robbery With Weapon,Robbery
GO-20141441070,78,Kensington-Chinatown,-79.4031966539999,43.657376696,2014,January,Robbery - Swarming,Robbery
GO-20141443641,83,Dufferin Grove,-79.442513538,43.6574062660001,2014,January,Robbery - Swarming,Robbery
GO-20141446122,129,Agincourt North,-79.266502856,43.808020626,2014,January,Robbery - Mugging,Robbery
GO-20141446229,21,Humber Summit,-79.560736064,43.7524715800001,2014,January,Robbery With Weapon,Robbery
GO-20141446355,21,Humber Summit,-79.5695158359999,43.763236265,2014,January,Robbery - Purse Snatch,Robbery
GO-20141444710,159,Etobicoke City Centre,-79.535764629,43.639228598,2014,January,Robbery - Mugging,Robbery
GO-20141445080,118,Tam O'Shanter-Sullivan,-79.314962464,43.7802936040001,2014,January,Robbery - Other,Robbery
GO-20141447165,87,High Park-Swansea,-79.4763008849999,43.6511290770001,2014,February,Robbery - Other,Robbery
GO-20141448922,147,L'Amoreaux West,-79.312947811,43.785006894,2014,February,Robbery - Mugging,Robbery
GO-20141452499,134,Highland Creek,-79.188307261,43.7865723640001,2014,February,Robbery - Mugging,Robbery
GO-20141453774,62,East End-Danforth,-79.300152462,43.683943979,2014,February,Robbery With Weapon,Robbery
GO-20141457408,92,Corso Italia-Davenport,-79.4498239499999,43.6764617220001,2014,February,Robbery - Armoured Car,Robbery
GO-20141455148,156,Bendale-Glen Andrew,-79.263935031,43.777221384,2014,February,Robbery - Mugging,Robbery
GO-20141453700,81,Trinity-Bellwoods,-79.42027022,43.654904743,2014,February,Robbery - Swarming,Robbery
GO-20141454687,73,Moss Park,-79.3696850429999,43.659084858,2014,February,Robbery - Mugging,Robbery
GO-20141458017,140,Guildwood,-79.187217931,43.7532566560001,2014,February,Robbery - Business,Robbery
GO-20141462473,81,Trinity-Bellwoods,-79.4075094,43.6477811390001,2014,February,Robbery - Other,Robbery
GO-20141463028,121,Oakridge,-79.279513443,43.703212507,2014,February,Robbery - Mugging,Robbery
GO-20141464312,47,Don Valley Village,-79.345467167,43.785294611,2014,February,Robbery - Other,Robbery
GO-20141463539,23,Pelmo Park-Humberlea,-79.5345982759999,43.7096779720001,2014,February,Robbery - Vehicle Jacking,Robbery
GO-20141468111,124,Kennedy Park,-79.252027619,43.7272655580001,2014,February,Robbery - Mugging,Robbery
GO-20141466551,73,Moss Park,-79.373913398,43.6553555950001,2014,February,Robbery - Other,Robbery
GO-20141469770,1,West Humber-Clairville,-79.6199402249999,43.723648149,2014,February,Robbery - Mugging,Robbery
GO-20141469682,81,Trinity-Bellwoods,-79.420778484,43.6493278940001,2014,February,Robbery - Financial Institute,Robbery
GO-20141468699,23,Pelmo Park-Humberlea,-79.536027072,43.7334190280001,2014,February,Robbery - Mugging,Robbery
GO-20141461464,120,Clairlea-Birchmount,-79.297078636,43.711458759,2014,February,Robbery - Swarming,Robbery
GO-20141465162,46,Pleasant View,-79.3360602019999,43.7953753670001,2014,February,Robbery - Mugging,Robbery
GO-20141476304,54,O'Connor-Parkview,-79.299618594,43.7006556520001,2014,February,Robbery - Other,Robbery
GO-20141475785,84,Little Portugal,-79.4315895829999,43.6500031300001,2014,February,Robbery - Business,Robbery
GO-20141475845,113,Weston,-79.516655699,43.699144362,2014,February,Robbery - Other,Robbery
